waterTemperature;outsideTemperature;date
17.2;11.64;18/07/2002
17.2;11.35;19/07/2002
17.2;12.23;20/07/2002
17.2;13.18;21/07/2002
17.2;13.17;22/07/2002
17.2;14.44;23/07/2002
17.2;14.33;24/07/2002
17.2;13.96;25/07/2002
17.2;14.24;26/07/2002
17.2;14.61;27/07/2002
17.2;13.19;28/07/2002
17.2;14.13;29/07/2002
17.2;14.18;30/07/2002
17.2;9.24;31/07/2002
17.6;10.77;01/08/2002
17.6;17.58;02/08/2002
17.6;15.05;03/08/2002
17.6;14.43;04/08/2002
17.6;16.18;05/08/2002
17.6;20.39;06/08/2002
17.6;26.69;07/08/2002
17.6;27.7;08/08/2002
17.6;28.63;09/08/2002
17.6;28.29;10/08/2002
17.6;26.94;11/08/2002
17.6;24.34;12/08/2002
17.6;22.36;13/08/2002
17.6;21.35;14/08/2002
17.6;19.67;15/08/2002
17.6;19.1;16/08/2002
17.6;19.76;17/08/2002
17.6;19.76;18/08/2002
17.6;18.6;19/08/2002
17.6;11.63;20/08/2002
17.6;17.43;21/08/2002
17.6;18.33;22/08/2002
17.6;19.36;23/08/2002
17.6;20.48;24/08/2002
17.6;21.69;25/08/2002
17.6;23.02;26/08/2002
17.6;25.18;27/08/2002
17.6;27.45;28/08/2002
17.6;25.88;29/08/2002
17.6;27.41;30/08/2002
17.6;29.41;31/08/2002
18.1;28.57;01/09/2002
18.1;29.02;02/09/2002
18.1;30.16;03/09/2002
18.1;27.49;04/09/2002
18.1;25.87;05/09/2002
18.1;23.12;06/09/2002
18.1;22.8;07/09/2002
18.1;22.21;08/09/2002
18.1;19.26;09/09/2002
18.1;18.21;10/09/2002
18.1;17.23;11/09/2002
18.1;16.43;12/09/2002
18.1;16.73;13/09/2002
18.1;14.97;14/09/2002
18.1;14.48;15/09/2002
18.1;13.07;16/09/2002
18.1;11.14;17/09/2002
18.1;10.15;18/09/2002
18.1;9.33;19/09/2002
18.1;8.27;20/09/2002
18.1;8.0;21/09/2002
18.1;8.31;22/09/2002
18.1;7.67;23/09/2002
18.1;6.93;24/09/2002
18.1;5.77;25/09/2002
18.1;4.0;26/09/2002
18.1;0.9;27/09/2002
18.1;-0.76;28/09/2002
18.1;-2.82;29/09/2002
18.1;-4.3;30/09/2002
17.7;-4.99;01/10/2002
17.7;-5.84;02/10/2002
17.7;-6.65;03/10/2002
17.7;-7.3;04/10/2002
17.7;-7.73;05/10/2002
17.7;-7.91;06/10/2002
17.7;-7.31;07/10/2002
17.7;-8.17;08/10/2002
17.7;-8.83;09/10/2002
17.7;-9.46;10/10/2002
17.7;-6.82;11/10/2002
17.7;-8.18;12/10/2002
17.7;-7.08;13/10/2002
17.7;-3.04;14/10/2002
17.7;2.72;15/10/2002
17.7;7.98;16/10/2002
17.7;9.08;17/10/2002
17.7;10.31;18/10/2002
17.7;11.09;19/10/2002
17.7;10.22;20/10/2002
17.7;10.67;21/10/2002
17.7;10.83;22/10/2002
17.7;10.62;23/10/2002
17.7;10.1;24/10/2002
17.7;10.61;25/10/2002
17.7;9.63;26/10/2002
17.7;9.26;27/10/2002
17.7;6.05;28/10/2002
17.7;10.08;29/10/2002
17.7;0.05;30/10/2002
17.7;7.31;31/10/2002
17.0;7.55;01/11/2002
17.0;0.93;02/11/2002
17.0;9.7;03/11/2002
17.0;1.99;04/11/2002
17.0;1.99;05/11/2002
17.0;-1.1;06/11/2002
17.0;2.56;07/11/2002
17.0;0.7;08/11/2002
17.0;-0.53;09/11/2002
17.0;-2.01;10/11/2002
17.0;-3.76;11/11/2002
17.0;-7.26;12/11/2002
17.0;-11.06;13/11/2002
17.0;-14.89;14/11/2002
17.0;-16.89;15/11/2002
17.0;-20.5;16/11/2002
17.0;-22.0;17/11/2002
17.0;-22.08;18/11/2002
17.0;-23.81;19/11/2002
17.0;-25.2;20/11/2002
17.0;-28.8;21/11/2002
17.0;-30.17;22/11/2002
17.0;-29.09;23/11/2002
17.0;-31.41;24/11/2002
17.0;-32.31;25/11/2002
17.0;-31.6;26/11/2002
17.0;-32.35;27/11/2002
17.0;-32.05;28/11/2002
17.0;-32.99;29/11/2002
17.0;-30.83;30/11/2002
15.5;-27.93;01/12/2002
15.5;-22.9;02/12/2002
15.5;-16.36;03/12/2002
15.5;-13.87;04/12/2002
15.5;-9.58;05/12/2002
15.5;-8.68;06/12/2002
15.5;-7.44;07/12/2002
15.5;-6.9;08/12/2002
15.5;-6.97;09/12/2002
15.5;-7.45;10/12/2002
15.5;-9.61;11/12/2002
15.5;-7.05;12/12/2002
15.5;-8.85;13/12/2002
15.5;-3.19;14/12/2002
15.5;-5.03;15/12/2002
15.5;-15.57;16/12/2002
15.5;-6.44;17/12/2002
15.5;-7.28;18/12/2002
15.5;-8.37;19/12/2002
15.5;-8.99;20/12/2002
15.5;-10.09;21/12/2002
15.5;-10.38;22/12/2002
15.5;-10.69;23/12/2002
15.5;-7.29;24/12/2002
15.5;-1.46;25/12/2002
15.5;3.85;26/12/2002
15.5;2.0;27/12/2002
15.5;12.22;28/12/2002
15.5;6.32;29/12/2002
15.5;15.27;30/12/2002
15.5;15.72;31/12/2002
14.3;15.76;01/01/2003
14.3;9.91;02/01/2003
14.3;10.72;03/01/2003
14.3;10.03;04/01/2003
14.3;10.66;05/01/2003
14.3;9.35;06/01/2003
14.3;9.73;07/01/2003
14.3;12.39;08/01/2003
14.3;14.05;09/01/2003
14.3;16.93;10/01/2003
14.3;19.09;11/01/2003
14.3;21.49;12/01/2003
14.3;28.59;13/01/2003
14.3;29.59;14/01/2003
14.3;30.75;15/01/2003
14.3;31.98;16/01/2003
14.3;28.1;17/01/2003
14.3;32.87;18/01/2003
14.3;33.18;19/01/2003
14.3;37.3;20/01/2003
14.3;38.48;21/01/2003
14.3;42.94;22/01/2003
14.3;50.25;23/01/2003
14.3;52.57;24/01/2003
14.3;52.82;25/01/2003
14.3;52.46;26/01/2003
14.3;50.93;27/01/2003
14.3;44.48;28/01/2003
14.3;41.34;29/01/2003
14.3;36.98;30/01/2003
14.3;33.12;31/01/2003
13.8;28.96;01/02/2003
13.8;26.46;02/02/2003
13.8;26.0;03/02/2003
13.8;24.72;04/02/2003
13.8;24.88;05/02/2003
13.8;25.29;06/02/2003
13.8;26.07;07/02/2003
13.8;25.56;08/02/2003
13.8;25.71;09/02/2003
13.8;26.22;10/02/2003
13.8;26.05;11/02/2003
13.8;27.35;12/02/2003
13.8;28.96;13/02/2003
13.8;29.91;14/02/2003
13.8;29.49;15/02/2003
13.8;29.85;16/02/2003
13.8;28.87;17/02/2003
13.8;28.32;18/02/2003
13.8;27.93;19/02/2003
13.8;27.36;20/02/2003
13.8;27.24;21/02/2003
13.8;28.71;22/02/2003
13.8;26.87;23/02/2003
13.8;26.85;24/02/2003
13.8;24.37;25/02/2003
13.8;21.98;26/02/2003
13.8;21.35;27/02/2003
13.8;19.41;28/02/2003
13.8;18.45;01/03/2003
13.8;16.21;02/03/2003
13.8;15.59;03/03/2003
13.8;14.4;04/03/2003
13.8;12.93;05/03/2003
13.8;13.16;06/03/2003
13.8;12.68;07/03/2003
13.8;14.39;08/03/2003
13.8;16.96;09/03/2003
13.8;18.2;10/03/2003
13.8;19.78;11/03/2003
13.8;20.83;12/03/2003
13.8;21.42;13/03/2003
13.8;20.36;14/03/2003
13.8;18.32;15/03/2003
13.8;17.31;16/03/2003
13.8;16.12;17/03/2003
13.8;14.69;18/03/2003
13.8;13.77;19/03/2003
13.8;13.28;20/03/2003
13.8;11.85;21/03/2003
13.8;10.48;22/03/2003
13.8;11.13;23/03/2003
13.8;9.19;24/03/2003
13.8;9.04;25/03/2003
13.8;12.95;26/03/2003
13.8;4.74;27/03/2003
13.8;11.58;28/03/2003
13.8;10.89;29/03/2003
13.8;15.71;30/03/2003
13.8;20.68;31/03/2003
15.2;20.68;01/04/2003
15.2;25.17;02/04/2003
15.2;28.61;03/04/2003
15.2;29.97;04/04/2003
15.2;30.5;05/04/2003
15.2;29.8;06/04/2003
15.2;30.03;07/04/2003
15.2;29.11;08/04/2003
15.2;27.91;09/04/2003
15.2;26.96;10/04/2003
15.2;25.24;11/04/2003
15.2;24.1;12/04/2003
15.2;24.36;13/04/2003
15.2;24.2;14/04/2003
15.2;24.73;15/04/2003
15.2;26.65;16/04/2003
15.2;26.76;17/04/2003
15.2;28.39;18/04/2003
15.2;29.59;19/04/2003
15.2;31.43;20/04/2003
15.2;31.66;21/04/2003
15.2;31.9;22/04/2003
15.2;32.61;23/04/2003
15.2;34.61;24/04/2003
15.2;37.69;25/04/2003
15.2;44.73;26/04/2003
15.2;52.78;27/04/2003
15.2;55.24;28/04/2003
15.2;56.85;29/04/2003
15.2;57.77;30/04/2003
16.5;57.47;01/05/2003
16.5;55.54;02/05/2003
16.5;52.87;03/05/2003
16.5;51.29;04/05/2003
16.5;50.43;05/05/2003
16.5;50.31;06/05/2003
16.5;46.28;07/05/2003
16.5;46.25;08/05/2003
16.5;44.06;09/05/2003
16.5;41.67;10/05/2003
16.5;37.59;11/05/2003
16.5;37.24;12/05/2003
16.5;36.19;13/05/2003
16.5;36.71;14/05/2003
16.5;35.94;15/05/2003
16.5;34.56;16/05/2003
16.5;38.02;17/05/2003
16.5;39.97;18/05/2003
16.5;41.29;19/05/2003
16.5;43.99;20/05/2003
16.5;44.96;21/05/2003
16.5;45.97;22/05/2003
16.5;44.77;23/05/2003
16.5;44.5;24/05/2003
16.5;44.0;25/05/2003
16.5;41.96;26/05/2003
16.5;39.62;27/05/2003
16.5;37.87;28/05/2003
16.5;34.73;29/05/2003
16.5;34.96;30/05/2003
16.5;36.04;31/05/2003
17.3;34.35;01/06/2003
17.3;33.7;02/06/2003
17.3;34.96;03/06/2003
17.3;29.59;04/06/2003
17.3;29.88;05/06/2003
17.3;27.89;06/06/2003
17.3;27.87;07/06/2003
17.3;25.43;08/06/2003
17.3;24.47;09/06/2003
17.3;27.95;10/06/2003
17.3;31.14;11/06/2003
17.3;32.23;12/06/2003
17.3;33.59;13/06/2003
17.3;34.73;14/06/2003
17.3;35.39;15/06/2003
17.3;36.48;16/06/2003
17.3;36.75;17/06/2003
17.3;35.3;18/06/2003
17.3;32.86;19/06/2003
17.3;30.14;20/06/2003
17.3;32.25;21/06/2003
17.3;29.16;22/06/2003
17.3;22.58;23/06/2003
17.3;20.02;24/06/2003
17.3;24.65;25/06/2003
17.3;18.6;26/06/2003
17.3;16.63;27/06/2003
17.3;16.6;28/06/2003
17.3;16.85;29/06/2003
17.3;14.54;30/06/2003
17.2;16.99;01/07/2003
17.2;16.2;02/07/2003
17.2;16.6;03/07/2003
17.2;17.85;04/07/2003
17.2;20.61;05/07/2003
17.2;24.98;06/07/2003
17.2;27.53;07/07/2003
17.2;29.9;08/07/2003
17.2;30.77;09/07/2003
17.2;30.69;10/07/2003
17.2;31.02;11/07/2003
17.2;29.9;12/07/2003
17.2;28.8;13/07/2003
17.2;28.04;14/07/2003
17.2;27.63;15/07/2003
17.2;26.69;16/07/2003
17.2;25.51;17/07/2003
17.2;25.76;18/07/2003
17.2;25.68;19/07/2003
17.2;24.83;20/07/2003
17.2;26.02;21/07/2003
17.2;25.08;22/07/2003
17.2;25.42;23/07/2003
17.2;25.62;24/07/2003
17.2;26.88;25/07/2003
17.2;27.21;26/07/2003
17.2;27.13;27/07/2003
17.2;28.31;28/07/2003
17.2;28.47;29/07/2003
17.2;29.04;30/07/2003
17.2;29.0;31/07/2003
17.6;30.42;01/08/2003
17.6;31.34;02/08/2003
17.6;31.6;03/08/2003
17.6;31.63;04/08/2003
17.6;32.36;05/08/2003
17.6;34.08;06/08/2003
17.6;34.9;07/08/2003
17.6;38.92;08/08/2003
17.6;39.53;09/08/2003
17.6;40.81;10/08/2003
17.6;40.67;11/08/2003
17.6;44.44;12/08/2003
17.6;57.04;13/08/2003
17.6;57.86;14/08/2003
17.6;59.46;15/08/2003
17.6;58.79;16/08/2003
17.6;57.96;17/08/2003
17.6;56.62;18/08/2003
17.6;56.3;19/08/2003
17.6;55.62;20/08/2003
17.6;55.74;21/08/2003
17.6;56.42;22/08/2003
17.6;57.02;23/08/2003
17.6;56.04;24/08/2003
17.6;54.66;25/08/2003
17.6;52.1;26/08/2003
17.6;45.21;27/08/2003
17.6;43.08;28/08/2003
17.6;40.93;29/08/2003
17.6;38.9;30/08/2003
17.6;36.97;31/08/2003
18.1;34.76;01/09/2003
18.1;33.28;02/09/2003
18.1;32.01;03/09/2003
18.1;30.3;04/09/2003
18.1;27.4;05/09/2003
18.1;25.65;06/09/2003
18.1;23.98;07/09/2003
18.1;22.89;08/09/2003
18.1;21.36;09/09/2003
18.1;20.14;10/09/2003
18.1;18.72;11/09/2003
18.1;18.58;12/09/2003
18.1;15.52;13/09/2003
18.1;15.29;14/09/2003
18.1;16.59;15/09/2003
18.1;17.48;16/09/2003
18.1;19.22;17/09/2003
18.1;19.24;18/09/2003
18.1;19.95;19/09/2003
18.1;19.87;20/09/2003
18.1;19.18;21/09/2003
18.1;18.53;22/09/2003
18.1;16.82;23/09/2003
18.1;15.07;24/09/2003
18.1;13.09;25/09/2003
18.1;12.67;26/09/2003
18.1;12.26;27/09/2003
18.1;11.14;28/09/2003
18.1;11.43;29/09/2003
18.1;10.73;30/09/2003
17.7;10.62;01/10/2003
17.7;10.93;02/10/2003
17.7;11.09;03/10/2003
17.7;11.25;04/10/2003
17.7;11.46;05/10/2003
17.7;8.78;06/10/2003
17.7;16.11;07/10/2003
17.7;16.92;08/10/2003
17.7;17.23;09/10/2003
17.7;20.74;10/10/2003
17.7;24.16;11/10/2003
17.7;25.55;12/10/2003
17.7;27.17;13/10/2003
17.7;28.62;14/10/2003
17.7;29.35;15/10/2003
17.7;28.89;16/10/2003
17.7;28.17;17/10/2003
17.7;25.97;18/10/2003
17.7;25.25;19/10/2003
17.7;24.61;20/10/2003
17.7;23.99;21/10/2003
17.7;24.59;22/10/2003
17.7;26.26;23/10/2003
17.7;27.25;24/10/2003
17.7;28.08;25/10/2003
17.7;28.2;26/10/2003
17.7;27.77;27/10/2003
17.7;28.07;28/10/2003
17.7;27.5;29/10/2003
17.7;27.79;30/10/2003
17.7;26.33;31/10/2003
17.0;29.67;01/11/2003
17.0;33.61;02/11/2003
17.0;37.43;03/11/2003
17.0;41.7;04/11/2003
17.0;45.21;05/11/2003
17.0;51.58;06/11/2003
17.0;53.95;07/11/2003
17.0;54.92;08/11/2003
17.0;54.14;09/11/2003
17.0;52.64;10/11/2003
17.0;50.22;11/11/2003
17.0;44.57;12/11/2003
17.0;43.38;13/11/2003
17.0;41.6;14/11/2003
17.0;38.29;15/11/2003
17.0;38.38;16/11/2003
17.0;37.37;17/11/2003
17.0;36.78;18/11/2003
17.0;35.69;19/11/2003
17.0;35.43;20/11/2003
17.0;35.29;21/11/2003
17.0;33.6;22/11/2003
17.0;33.64;23/11/2003
17.0;34.63;24/11/2003
17.0;38.11;25/11/2003
17.0;42.97;26/11/2003
17.0;50.86;27/11/2003
17.0;52.39;28/11/2003
17.0;50.11;29/11/2003
17.0;44.36;30/11/2003
15.5;45.19;01/12/2003
15.5;44.99;02/12/2003
15.5;44.14;03/12/2003
15.5;42.22;04/12/2003
15.5;39.01;05/12/2003
15.5;37.55;06/12/2003
15.5;33.08;07/12/2003
15.5;29.6;08/12/2003
15.5;35.14;09/12/2003
15.5;32.69;10/12/2003
15.5;36.85;11/12/2003
15.5;35.71;12/12/2003
15.5;30.3;13/12/2003
15.5;26.1;14/12/2003
15.5;22.46;15/12/2003
15.5;20.12;16/12/2003
15.5;18.23;17/12/2003
15.5;16.45;18/12/2003
15.5;18.58;19/12/2003
15.5;20.44;20/12/2003
15.5;23.73;21/12/2003
15.5;25.92;22/12/2003
15.5;31.43;23/12/2003
15.5;36.25;24/12/2003
15.5;35.95;25/12/2003
15.5;37.6;26/12/2003
15.5;38.79;27/12/2003
15.5;38.03;28/12/2003
15.5;34.33;29/12/2003
15.5;28.39;30/12/2003
15.5;28.48;31/12/2003
14.3;30.18;01/01/2004
14.3;31.2;02/01/2004
14.3;31.72;03/01/2004
14.3;31.8;04/01/2004
14.3;32.96;05/01/2004
14.3;35.23;06/01/2004
14.3;38.13;07/01/2004
14.3;38.96;08/01/2004
14.3;38.2;09/01/2004
14.3;39.08;10/01/2004
14.3;38.74;11/01/2004
14.3;38.38;12/01/2004
14.3;32.89;13/01/2004
14.3;27.12;14/01/2004
14.3;25.41;15/01/2004
14.3;23.98;16/01/2004
14.3;22.72;17/01/2004
14.3;22.1;18/01/2004
14.3;21.39;19/01/2004
14.3;19.92;20/01/2004
14.3;16.7;21/01/2004
14.3;13.45;22/01/2004
14.3;13.59;23/01/2004
14.3;12.89;24/01/2004
14.3;10.17;25/01/2004
14.3;10.32;26/01/2004
14.3;9.29;27/01/2004
14.3;8.8;28/01/2004
14.3;8.72;29/01/2004
14.3;9.62;30/01/2004
14.3;9.9;31/01/2004
13.8;8.41;01/02/2004
13.8;6.91;02/02/2004
13.8;7.43;03/02/2004
13.8;6.63;04/02/2004
13.8;7.54;05/02/2004
13.8;10.15;06/02/2004
13.8;12.51;07/02/2004
13.8;15.6;08/02/2004
13.8;19.0;09/02/2004
13.8;19.81;10/02/2004
13.8;22.3;11/02/2004
13.8;23.4;12/02/2004
13.8;23.15;13/02/2004
13.8;22.43;14/02/2004
13.8;22.15;15/02/2004
13.8;19.55;16/02/2004
13.8;24.31;17/02/2004
13.8;23.95;18/02/2004
13.8;22.67;19/02/2004
13.8;21.99;20/02/2004
13.8;21.09;21/02/2004
13.8;16.22;22/02/2004
13.8;15.24;23/02/2004
13.8;16.96;24/02/2004
13.8;15.3;25/02/2004
13.8;16.58;26/02/2004
13.8;16.09;27/02/2004
13.8;14.92;28/02/2004
13.8;17.0;29/02/2004
13.8;17.79;01/03/2004
13.8;17.46;02/03/2004
13.8;20.99;03/03/2004
13.8;21.51;04/03/2004
13.8;23.24;05/03/2004
13.8;24.06;06/03/2004
13.8;23.87;07/03/2004
13.8;22.71;08/03/2004
13.8;21.52;09/03/2004
13.8;20.55;10/03/2004
13.8;19.6;11/03/2004
13.8;18.61;12/03/2004
13.8;18.67;13/03/2004
13.8;18.81;14/03/2004
13.8;18.13;15/03/2004
13.8;18.69;16/03/2004
13.8;17.55;17/03/2004
13.8;15.57;18/03/2004
13.8;15.01;19/03/2004
13.8;13.06;20/03/2004
13.8;11.62;21/03/2004
13.8;10.9;22/03/2004
13.8;11.69;23/03/2004
13.8;13.57;24/03/2004
13.8;16.46;25/03/2004
13.8;18.89;26/03/2004
13.8;23.32;27/03/2004
13.8;25.61;28/03/2004
13.8;29.38;29/03/2004
13.8;28.97;30/03/2004
13.8;29.71;31/03/2004
15.2;30.23;01/04/2004
15.2;33.74;02/04/2004
15.2;32.16;03/04/2004
15.2;26.13;04/04/2004
15.2;24.93;05/04/2004
15.2;27.13;06/04/2004
15.2;21.78;07/04/2004
15.2;26.48;08/04/2004
15.2;26.5;09/04/2004
15.2;26.67;10/04/2004
15.2;25.5;11/04/2004
15.2;25.1;12/04/2004
15.2;23.65;13/04/2004
15.2;18.53;14/04/2004
15.2;17.52;15/04/2004
15.2;17.52;16/04/2004
15.2;20.68;17/04/2004
15.2;26.69;18/04/2004
15.2;28.35;19/04/2004
15.2;31.55;20/04/2004
15.2;34.08;21/04/2004
15.2;37.21;22/04/2004
15.2;37.15;23/04/2004
15.2;40.94;24/04/2004
15.2;41.17;25/04/2004
15.2;40.48;26/04/2004
15.2;32.87;27/04/2004
15.2;26.81;28/04/2004
15.2;28.57;29/04/2004
15.2;23.28;30/04/2004
16.5;21.19;01/05/2004
16.5;20.55;02/05/2004
16.5;23.38;03/05/2004
16.5;18.61;04/05/2004
16.5;22.86;05/05/2004
16.5;17.72;06/05/2004
16.5;18.54;07/05/2004
16.5;19.26;08/05/2004
16.5;24.05;09/05/2004
16.5;20.48;10/05/2004
16.5;26.05;11/05/2004
16.5;28.01;12/05/2004
16.5;31.29;13/05/2004
16.5;35.36;14/05/2004
16.5;39.21;15/05/2004
16.5;43.02;16/05/2004
16.5;50.04;17/05/2004
16.5;46.11;18/05/2004
16.5;47.38;19/05/2004
16.5;46.91;20/05/2004
16.5;46.34;21/05/2004
16.5;43.45;22/05/2004
16.5;43.25;23/05/2004
16.5;40.09;24/05/2004
16.5;40.27;25/05/2004
16.5;38.83;26/05/2004
16.5;37.82;27/05/2004
16.5;35.62;28/05/2004
16.5;33.41;29/05/2004
16.5;32.82;30/05/2004
16.5;30.2;31/05/2004
17.3;31.81;01/06/2004
17.3;27.3;02/06/2004
17.3;28.0;03/06/2004
17.3;33.23;04/06/2004
17.3;41.4;05/06/2004
17.3;47.37;06/06/2004
17.3;50.51;07/06/2004
17.3;53.29;08/06/2004
17.3;55.28;09/06/2004
17.3;57.92;10/06/2004
17.3;59.19;11/06/2004
17.3;58.92;12/06/2004
17.3;57.23;13/06/2004
17.3;52.46;14/06/2004
17.3;46.33;15/06/2004
17.3;44.41;16/06/2004
17.3;41.87;17/06/2004
17.3;41.37;18/06/2004
17.3;39.64;19/06/2004
17.3;37.88;20/06/2004
17.3;37.32;21/06/2004
17.3;38.38;22/06/2004
17.3;36.71;23/06/2004
17.3;37.89;24/06/2004
17.3;38.82;25/06/2004
17.3;36.02;26/06/2004
17.3;39.46;27/06/2004
17.3;42.67;28/06/2004
17.3;51.67;29/06/2004
17.3;58.37;30/06/2004
17.2;64.82;01/07/2004
17.2;70.35;02/07/2004
17.2;74.01;03/07/2004
17.2;76.3;04/07/2004
17.2;77.31;05/07/2004
17.2;76.57;06/07/2004
17.2;75.07;07/07/2004
17.2;68.9;08/07/2004
17.2;64.18;09/07/2004
17.2;63.89;10/07/2004
17.2;63.74;11/07/2004
17.2;62.19;12/07/2004
17.2;61.05;13/07/2004
17.2;60.23;14/07/2004
17.2;58.09;15/07/2004
17.2;56.66;16/07/2004
17.2;56.55;17/07/2004
17.2;56.35;18/07/2004
17.2;56.01;19/07/2004
17.2;55.38;20/07/2004
17.2;56.03;21/07/2004
17.2;58.18;22/07/2004
17.2;62.14;23/07/2004
17.2;63.91;24/07/2004
17.2;65.19;25/07/2004
17.2;65.56;26/07/2004
17.2;63.59;27/07/2004
17.2;63.41;28/07/2004
17.2;62.74;29/07/2004
17.2;61.44;30/07/2004
17.2;60.1;31/07/2004
17.6;59.54;01/08/2004
17.6;59.45;02/08/2004
17.6;58.71;03/08/2004
17.6;58.08;04/08/2004
17.6;56.92;05/08/2004
17.6;54.88;06/08/2004
17.6;53.37;07/08/2004
17.6;52.02;08/08/2004
17.6;51.19;09/08/2004
17.6;50.78;10/08/2004
17.6;51.18;11/08/2004
17.6;50.93;12/08/2004
17.6;48.43;13/08/2004
17.6;50.48;14/08/2004
17.6;50.42;15/08/2004
17.6;44.86;16/08/2004
17.6;50.39;17/08/2004
17.6;52.58;18/08/2004
17.6;53.26;19/08/2004
17.6;54.83;20/08/2004
17.6;55.38;21/08/2004
17.6;55.76;22/08/2004
17.6;55.37;23/08/2004
17.6;53.29;24/08/2004
17.6;46.15;25/08/2004
17.6;42.76;26/08/2004
17.6;39.92;27/08/2004
17.6;38.99;28/08/2004
17.6;36.17;29/08/2004
17.6;33.28;30/08/2004
17.6;31.07;31/08/2004
18.1;29.75;01/09/2004
18.1;27.25;02/09/2004
18.1;25.78;03/09/2004
18.1;29.1;04/09/2004
18.1;27.51;05/09/2004
18.1;27.28;06/09/2004
18.1;25.43;07/09/2004
18.1;34.43;08/09/2004
18.1;35.85;09/09/2004
18.1;40.19;10/09/2004
18.1;43.95;11/09/2004
18.1;52.02;12/09/2004
18.1;55.73;13/09/2004
18.1;58.06;14/09/2004
18.1;59.91;15/09/2004
18.1;59.9;16/09/2004
18.1;58.1;17/09/2004
18.1;54.41;18/09/2004
18.1;50.55;19/09/2004
18.1;46.59;20/09/2004
18.1;45.42;21/09/2004
18.1;44.11;22/09/2004
18.1;43.56;23/09/2004
18.1;44.49;24/09/2004
18.1;43.57;25/09/2004
18.1;43.94;26/09/2004
18.1;44.47;27/09/2004
18.1;43.51;28/09/2004
18.1;43.13;29/09/2004
18.1;41.29;30/09/2004
17.7;41.65;01/10/2004
17.7;45.56;02/10/2004
17.7;51.92;03/10/2004
17.7;53.57;04/10/2004
17.7;55.91;05/10/2004
17.7;57.62;06/10/2004
17.7;59.94;07/10/2004
17.7;60.86;08/10/2004
17.7;61.46;09/10/2004
17.7;60.24;10/10/2004
17.7;58.29;11/10/2004
17.7;54.42;12/10/2004
17.7;52.11;13/10/2004
17.7;49.18;14/10/2004
17.7;46.6;15/10/2004
17.7;46.34;16/10/2004
17.7;46.54;17/10/2004
17.7;46.7;18/10/2004
17.7;44.76;19/10/2004
17.7;42.94;20/10/2004
17.7;41.44;21/10/2004
17.7;38.89;22/10/2004
17.7;37.11;23/10/2004
17.7;34.86;24/10/2004
17.7;33.72;25/10/2004
17.7;32.92;26/10/2004
17.7;33.25;27/10/2004
17.7;32.52;28/10/2004
17.7;32.5;29/10/2004
17.7;32.22;30/10/2004
17.7;31.52;31/10/2004
17.0;32.51;01/11/2004
17.0;32.56;02/11/2004
17.0;32.47;03/11/2004
17.0;31.8;04/11/2004
17.0;31.83;05/11/2004
17.0;31.51;06/11/2004
17.0;31.8;07/11/2004
17.0;31.57;08/11/2004
17.0;31.87;09/11/2004
17.0;31.76;10/11/2004
17.0;31.92;11/11/2004
17.0;31.54;12/11/2004
17.0;32.41;13/11/2004
17.0;32.99;14/11/2004
17.0;33.73;15/11/2004
17.0;34.09;16/11/2004
17.0;34.44;17/11/2004
17.0;34.89;18/11/2004
17.0;36.01;19/11/2004
17.0;37.51;20/11/2004
17.0;38.64;21/11/2004
17.0;40.49;22/11/2004
17.0;41.65;23/11/2004
17.0;42.74;24/11/2004
17.0;43.45;25/11/2004
17.0;43.71;26/11/2004
17.0;43.44;27/11/2004
17.0;42.38;28/11/2004
17.0;41.71;29/11/2004
17.0;40.85;30/11/2004
15.5;40.07;01/12/2004
15.5;39.19;02/12/2004
15.5;39.11;03/12/2004
15.5;37.23;04/12/2004
15.5;37.06;05/12/2004
15.5;36.85;06/12/2004
15.5;37.2;07/12/2004
15.5;36.62;08/12/2004
15.5;36.72;09/12/2004
15.5;35.92;10/12/2004
15.5;34.99;11/12/2004
15.5;36.76;12/12/2004
15.5;40.43;13/12/2004
15.5;44.54;14/12/2004
15.5;50.43;15/12/2004
15.5;53.71;16/12/2004
15.5;56.12;17/12/2004
15.5;58.16;18/12/2004
15.5;59.68;19/12/2004
15.5;60.29;20/12/2004
15.5;60.15;21/12/2004
15.5;58.24;22/12/2004
15.5;54.61;23/12/2004
15.5;51.64;24/12/2004
15.5;47.93;25/12/2004
15.5;45.74;26/12/2004
15.5;44.81;27/12/2004
15.5;44.33;28/12/2004
15.5;46.09;29/12/2004
15.5;44.42;30/12/2004
15.5;42.73;31/12/2004
14.3;41.42;01/01/2005
14.3;40.05;02/01/2005
14.3;39.49;03/01/2005
14.3;39.03;04/01/2005
14.3;40.67;05/01/2005
14.3;43.11;06/01/2005
14.3;46.39;07/01/2005
14.3;52.18;08/01/2005
14.3;55.96;09/01/2005
14.3;59.09;10/01/2005
14.3;58.94;11/01/2005
14.3;57.8;12/01/2005
14.3;52.05;13/01/2005
14.3;45.41;14/01/2005
14.3;47.32;15/01/2005
14.3;44.83;16/01/2005
14.3;41.77;17/01/2005
14.3;40.44;18/01/2005
14.3;39.36;19/01/2005
14.3;38.57;20/01/2005
14.3;38.8;21/01/2005
14.3;37.94;22/01/2005
14.3;34.8;23/01/2005
14.3;32.78;24/01/2005
14.3;33.23;25/01/2005
14.3;34.88;26/01/2005
14.3;33.8;27/01/2005
14.3;32.44;28/01/2005
14.3;34.17;29/01/2005
